"","nct_id","phase","enrollment","number_of_arms","has_dmc","Drug_Class","allocation","intervention_model","primary_purpose","masking","subject_masked","caregiver_masked","investigator_masked","outcomes_assessor_masked","Experimental","Control","Other","n_countries","lead_agency","n_collaborator","us_international","intervention_type","Disease_Group","duration","Therapy","Pivotal","SPA","Orphan","Breakthrough","RMAT","QIDP","Fast_Track","n_primary_endpoint","n_secondary_endpoint"
"5246","NCT01451385","Phase 3",5.92958914338989,"Less than or equal to three","False","Non-NME","Other","Single Group Assignment","Treatment","None","FALSE","FALSE","FALSE","FALSE","0","0","0",0,"Industry",0,"U.S.A. only","Drug","Neurology",274,"Monotherapy","N","N","No","No","No","No","No","1-3","1-2"
"5247","NCT01451203","Phase 3",5.76519110278484,"Less than or equal to three","False","Biologic","Randomized","Parallel Assignment","Treatment","Triple or quadruple","TRUE","TRUE","TRUE","TRUE","0","0","0",0,"Industry",0.693147180559945,"International only","Drug","Autoimmune/immunology",1105,"Monotherapy","N","N","No","No","No","No","No","1-3","1-2"
"5248","NCT01450514","Phase 2",1.94591014905531,"Less than or equal to three","False","Non-NME","Randomized","Parallel Assignment","Treatment","Triple or quadruple","TRUE","TRUE","TRUE","TRUE","0","0","0",0,"Industry",0,"International only","Drug","Psychiatry",275,"Monotherapy","N","N","No","No","No","No","No","1-3","1-2"
"5249","NCT01450137","Phase 2",3.40119738166216,"Less than or equal to three","True","Biologic","Randomized","Parallel Assignment","Treatment","Triple or quadruple","TRUE","TRUE","TRUE","TRUE","0","0","0",0,"Other",1.09861228866811,"International only","Drug","Autoimmune/immunology",1461,"Combination","N","N","No","Yes","No","No","No","1-3","1-2"
"5250","NCT01449071","Phase 2",2.99573227355399,"More than three","False","Biologic","Randomized","Parallel Assignment","Treatment","Triple or quadruple","TRUE","TRUE","TRUE","TRUE","1","0","0",0,"Industry",0,"International only","Biological","Autoimmune/immunology",517,"Monotherapy","N","N","No","No","No","No","Yes","1-3","1-2"
"5251","NCT01448954","Phase 2",3.58351893845611,"Less than or equal to three","False","NME","Randomized","Parallel Assignment","Treatment","Double","TRUE","FALSE","TRUE","FALSE","0","0","0",0,"Industry",0,"International only","Drug","Respiratory",152,"Monotherapy","N","N","No","No","No","No","No","1-3","1-2"
"5252","NCT01448434","Phase 2",4.27666611901606,"Less than or equal to three","True","Biologic","Randomized","Parallel Assignment","Treatment","Triple or quadruple","TRUE","TRUE","TRUE","TRUE","0","0","0",0,"Industry",0.693147180559945,"International only","Biological","Rheumatology (Non Autoimmune)",731,"Monotherapy","N","N","No","No","No","No","No","1-3","1-2"
"5253","NCT01448044","Phase 3",5.02388052084628,"Less than or equal to three","False","NME","Randomized","Parallel Assignment","Treatment","Triple or quadruple","TRUE","FALSE","TRUE","TRUE","0","0","0",2.94443897916644,"Industry",0,"Both","Drug","Infectious Disease",762,"Combination","Y","N","No","Yes","No","No","No","1-3","1-2"
"5254","NCT01447914","Phase 2",2.77258872223978,"Less than or equal to three","False","NME","Other","Single Group Assignment","Treatment","None","FALSE","FALSE","FALSE","FALSE","0","0","0",0,"NIH",0,"U.S.A. only","Drug","Oncology",882,"Monotherapy","N","N","No","No","No","No","No","1-3","1-2"
"5255","NCT01447784","Phase 2",5.14749447681345,"More than three","False","Vaccine","Other","Parallel Assignment","Treatment","Triple or quadruple","TRUE","TRUE","TRUE","FALSE","1","0","0",0,"Industry",1.09861228866811,"International only","Biological","Allergy",609,"Monotherapy","N","N","No","No","No","No","No","1-3","1-2"
"5256","NCT01447147","Phase 2",5.80513496891649,"Less than or equal to three","True","NME","Randomized","Parallel Assignment","Treatment","Triple or quadruple","TRUE","TRUE","TRUE","FALSE","1","0","0",1.79175946922805,"Industry",0,"International only","Drug","Endocrine",1157,"Monotherapy","N","N","No","No","No","No","No","1-3","1-2"
"5257","NCT01446289","Phase 2",4.45434729625351,"Less than or equal to three","False","Vaccine","Randomized","Parallel Assignment","Not Treatment","Single","FALSE","FALSE","TRUE","FALSE","0","0","0",0.693147180559945,"Industry",0.693147180559945,"International only","Biological","Infectious Disease",762,"Monotherapy","N","N","No","No","No","No","No","1-3","1-2"
"5258","NCT01446042","Phase 3",5.72358510195238,"Less than or equal to three","True","Non-NME","Randomized","Parallel Assignment","Treatment","None","FALSE","FALSE","FALSE","FALSE","1","0","0",0,"Industry",0,"U.S.A. only","Drug","Endocrine",548,"Monotherapy","Y","N","No","No","No","No","No","1-3","1-2"
"5259","NCT01445951","Phase 3",6.24997524225948,"Less than or equal to three","True","Non-NME","Randomized","Parallel Assignment","Treatment","None","FALSE","FALSE","FALSE","FALSE","1","0","0",1.38629436111989,"Industry",0,"Both","Drug","Endocrine",639,"Combination","Y","N","No","No","No","No","No","1-3","1-2"
"5260","NCT01445899","Phase 2",5.55295958492162,"More than three","True","NME","Randomized","Parallel Assignment","Treatment","Triple or quadruple","TRUE","TRUE","TRUE","FALSE","1","0","0",1.94591014905531,"Industry",0,"Both","Drug","Ophthalmology",640,"Monotherapy and Combo Therapy","N","N","No","No","No","No","No","1-3","1-2"
"5261","NCT01445795","Phase 2",3.91202300542815,"More than three","False","NME","Randomized","Factorial Assignment","Treatment","Triple or quadruple","TRUE","TRUE","TRUE","FALSE","1","1","0",0.693147180559945,"Industry",0,"Both","Drug","Infectious Disease",244,"Monotherapy and Combo Therapy","N","N","No","No","No","No","Yes","1-3","1-2"
"5262","NCT01445769","Phase 2",3.80666248977032,"Less than or equal to three","False","NME","Other","Single Group Assignment","Treatment","None","FALSE","FALSE","FALSE","FALSE","0","0","0",0,"Industry",0,"U.S.A. only","Drug","Oncology",578,"Monotherapy","N","N","Yes","No","No","No","Yes","1-3","1-2"
"5263","NCT01445678","Phase 3",6.20253551718792,"Less than or equal to three","False","NME","Randomized","Parallel Assignment","Treatment","Triple or quadruple","TRUE","TRUE","TRUE","TRUE","0","0","0",2.77258872223978,"Industry",0,"Both","Drug","Infectious Disease",662,"Combination","Y","N","No","No","No","Yes","Yes","1-3","1-2"
"5264","NCT01444430","Phase 3",9.43027879234144,"Less than or equal to three","False","Non-NME","Randomized","Parallel Assignment","Treatment","Triple or quadruple","TRUE","TRUE","TRUE","TRUE","0","0","0",3.3322045101752,"Industry",0,"Both","Drug","Respiratory",1400,"Monotherapy","N","N","No","No","No","No","No","1-3","1-2"
"5265","NCT01444417","Phase 3",4.12713438504509,"Less than or equal to three","True","Biologic","Randomized","Parallel Assignment","Treatment","Triple or quadruple","TRUE","FALSE","TRUE","TRUE","0","0","0",1.09861228866811,"Industry",0,"Both","Drug","Autoimmune/immunology",1124,"Monotherapy","N","N","Yes","No","No","No","Yes","1-3","1-2"
"5266","NCT01444365","Phase 2",5.30826769740121,"Less than or equal to three","False","NME","Randomized","Parallel Assignment","Treatment","Triple or quadruple","TRUE","TRUE","TRUE","FALSE","0","0","0",0,"Industry",0,"U.S.A. only","Drug","Rheumatology (Non Autoimmune)",182,"Monotherapy","N","N","No","No","No","No","No","1-3","1-2"
"5267","NCT01442987","Phase 3",5.4380793089232,"More than three","False","Non-NME","Randomized","Factorial Assignment","Treatment","Double","TRUE","FALSE","TRUE","FALSE","1","1","0",0,"Industry",0,"International only","Drug","Cardiovascular",731,"Monotherapy","N","N","No","No","No","No","No","1-3","1-2"
"5268","NCT01442376","Phase 3",6.21860011969173,"Less than or equal to three","True","NME","Randomized","Parallel Assignment","Not Treatment","Triple or quadruple","TRUE","TRUE","TRUE","TRUE","1","0","0",2.77258872223978,"Industry",0,"Both","Drug","Oncology",427,"Monotherapy","Y","N","No","No","No","No","No","1-3","1-2"
"5269","NCT01442129","Phase 2",3.40119738166216,"Less than or equal to three","True","Biologic","Randomized","Parallel Assignment","Treatment","Triple or quadruple","TRUE","TRUE","TRUE","TRUE","0","0","0",0,"Other",0.693147180559945,"U.S.A. only","Biological","Cardiovascular",488,"Monotherapy","N","N","Yes","No","Yes","No","No","1-3","1-2"
"5270","NCT01442090","Phase 2",4.44265125649032,"Less than or equal to three","False","NME","Randomized","Parallel Assignment","Treatment","None","FALSE","FALSE","FALSE","FALSE","0","0","0",1.6094379124341,"Industry",0,"Both","Drug","Oncology",1369,"Monotherapy","N","N","No","No","No","No","No","1-3","1-2"
"5271","NCT01441635","Phase 2",5.6021188208797,"More than three","False","NME","Randomized","Parallel Assignment","Treatment","Triple or quadruple","TRUE","TRUE","TRUE","TRUE","1","1","0",0.693147180559945,"Industry",0,"Both","Drug","Obstetrics/Gynecology",982,"Monotherapy and Combo Therapy","N","N","No","No","No","No","No","1-3","1-2"
"5272","NCT01441596","Phase 2",4.79579054559674,"Less than or equal to three","False","NME","Randomized","Parallel Assignment","Treatment","None","FALSE","FALSE","FALSE","FALSE","1","0","0",2.19722457733622,"Industry",0,"Both","Drug","Oncology",1035,"Monotherapy and Combo Therapy","N","N","No","No","No","No","No","1-3","1-2"
"5273","NCT01440946","Phase 3",3.40119738166216,"Less than or equal to three","True","Biologic","Other","Single Group Assignment","Treatment","None","FALSE","FALSE","FALSE","FALSE","0","0","0",2.07944154167984,"Industry",0.693147180559945,"Both","Drug","Hematology",883,"Monotherapy","Y","N","Yes","No","No","No","Yes","1-3","1-2"
"5274","NCT01440816","Phase 2",2.70805020110221,"Less than or equal to three","True","NME","Other","Single Group Assignment","Treatment","None","FALSE","FALSE","FALSE","FALSE","1","0","0",0,"Industry",0.693147180559945,"U.S.A. only","Biological","Oncology",1193,"Monotherapy","N","N","No","No","No","No","No","1-3","1-2"
"5275","NCT01440569","Phase 3",5.74939298590825,"Less than or equal to three","False","Non-NME","Other","Single Group Assignment","Treatment","None","FALSE","FALSE","FALSE","FALSE","0","0","0",1.6094379124341,"Industry",0.693147180559945,"Both","Drug","Infectious Disease",1492,"Monotherapy","Y","N","No","No","No","No","No","1-3","1-2"
"5276","NCT01440374","Phase 2",5.08759633523238,"More than three","True","NME","Randomized","Parallel Assignment","Not Treatment","Triple or quadruple","TRUE","TRUE","TRUE","TRUE","1","0","0",3.25809653802148,"Industry",0,"Both","Drug","Oncology",1553,"Monotherapy","N","N","No","No","No","No","No","1-3","1-2"
"5277","NCT01440257","Phase 2",2.99573227355399,"Less than or equal to three","False","NME","Randomized","Parallel Assignment","Treatment","Triple or quadruple","TRUE","TRUE","TRUE","FALSE","0","0","0",0,"Industry",0,"International only","Drug","Endocrine",731,"Monotherapy","N","N","No","No","No","No","No","1-3","1-2"
"5278","NCT01440101","Phase 3",4.66343909411207,"Less than or equal to three","True","Biologic","Randomized","Parallel Assignment","Treatment","Triple or quadruple","TRUE","TRUE","TRUE","TRUE","1","0","0",0.693147180559945,"Industry",0,"International only","Drug","Neurology",640,"Monotherapy","N","N","No","No","No","No","No","1-3","1-2"
"5279","NCT01440088","Phase 3",6.46146817635372,"Less than or equal to three","True","NME","Randomized","Parallel Assignment","Treatment","None","FALSE","FALSE","FALSE","FALSE","0","0","0",2.56494935746154,"Industry",0.693147180559945,"Both","Drug","Oncology",1705,"Combination","Y","Y","Yes","No","No","No","Yes","1-3","1-2"
"5280","NCT01439568","Phase 2",4.49980967033027,"Less than or equal to three","False","Biologic","Randomized","Parallel Assignment","Treatment","None","FALSE","FALSE","FALSE","FALSE","0","0","0",0,"Industry",0,"U.S.A. only","Drug","Oncology",1797,"Combination","N","N","No","No","No","No","No","1-3","1-2"
"5281","NCT01439360","Phase 3",9.39648793360367,"Less than or equal to three","False","Vaccine","Randomized","Parallel Assignment","Not Treatment","Triple or quadruple","TRUE","TRUE","FALSE","TRUE","0","0","0",2.63905732961526,"Industry",0,"International only","Biological","Infectious Disease",1187,"Monotherapy","Y","N","No","No","No","No","No","1-3","1-2"
"5282","NCT01439282","Phase 2",4.34380542185368,"Less than or equal to three","False","NME","Other","Single Group Assignment","Treatment","None","FALSE","FALSE","FALSE","FALSE","0","0","0",0,"Industry",0,"U.S.A. only","Drug","Oncology",1004,"Combination","N","N","No","No","No","No","Yes","1-3","1-2"
"5283","NCT01439100","Phase 3",5.14749447681345,"Less than or equal to three","False","Non-NME","Randomized","Parallel Assignment","Treatment","Double","FALSE","FALSE","FALSE","FALSE","0","1","0",1.94591014905531,"Industry",0,"International only","Drug","Neurology",731,"Monotherapy","Y","N","No","No","No","No","No","1-3","1-2"
"5284","NCT01438996","Phase 2",3.93182563272433,"Less than or equal to three","False","Vaccine","Other","Parallel Assignment","Not Treatment","None","FALSE","FALSE","FALSE","FALSE","1","0","0",0,"Industry",0,"International only","Biological","Infectious Disease",61,"Monotherapy","N","N","No","No","No","No","No","1-3","1-2"
"5285","NCT01438840","Phase 3",3.89182029811063,"Less than or equal to three","True","NME","Randomized","Parallel Assignment","Treatment","Triple or quadruple","TRUE","TRUE","TRUE","FALSE","0","1","0",2.484906649788,"Industry",0,"International only","Drug","Autoimmune/immunology",774,"Monotherapy","Y","N","Yes","No","No","No","No","1-3","1-2"
"5286","NCT01438775","Phase 3",5.25749537202778,"Less than or equal to three","False","NME","Other","Single Group Assignment","Treatment","None","FALSE","FALSE","FALSE","FALSE","0","0","0",0,"Industry",0,"U.S.A. only","Drug","Urology",489,"Monotherapy","N","N","No","No","No","No","No","1-3","1-2"
"5287","NCT01438567","Phase 3",5.59842195899838,"Less than or equal to three","False","Non-NME","Randomized","Parallel Assignment","Treatment","Triple or quadruple","TRUE","TRUE","TRUE","FALSE","0","0","0",0.693147180559945,"Industry",0,"International only","Drug","Neurology",1096,"Monotherapy","N","N","No","No","No","No","No","1-3","1-2"
"5288","NCT01438489","Phase 2",6.4393503711001,"Less than or equal to three","True","Biologic","Randomized","Parallel Assignment","Treatment","Triple or quadruple","TRUE","TRUE","TRUE","TRUE","1","0","0",2.70805020110221,"Industry",0,"Both","Biological","Autoimmune/immunology",1185,"Monotherapy","N","N","No","No","No","No","Yes","1-3","1-2"
"5289","NCT01437787","Phase 3",5.66642668811243,"Less than or equal to three","False","NME","Randomized","Crossover Assignment","Treatment","Double","TRUE","FALSE","TRUE","FALSE","1","0","0",3.2188758248682,"Industry",0,"Both","Drug","Oncology",912,"Monotherapy","Y","Y","Yes","No","No","No","No","1-3","1-2"
"5290","NCT01437735","Phase 2",6.94985645500077,"More than three","False","NME","Randomized","Parallel Assignment","Treatment","Triple or quadruple","TRUE","TRUE","TRUE","TRUE","1","1","0",3.2188758248682,"Industry",0,"Both","Drug","Respiratory",822,"Monotherapy","N","N","No","No","No","No","No","1-3","1-2"
"5291","NCT01437657","Phase 2",5.76519110278484,"Less than or equal to three","False","NME","Randomized","Parallel Assignment","Treatment","Double","TRUE","FALSE","TRUE","FALSE","1","0","0",2.19722457733622,"Industry",0,"Both","Drug","Psychiatry",700,"Monotherapy","N","N","No","No","No","No","No","1-3","1-2"
"5292","NCT01437566","Phase 2",5.76205138278018,"More than three","False","NME","Randomized","NA","Treatment","Double","TRUE","FALSE","TRUE","FALSE","1","1","0",3.2188758248682,"Industry",0,"Both","Drug","Oncology",1643,"Combination","N","N","No","No","No","No","No","1-3","1-2"
"5293","NCT01437397","Phase 3",7.43366654016617,"More than three","False","Non-NME","Randomized","Parallel Assignment","Treatment","Triple or quadruple","TRUE","TRUE","TRUE","TRUE","1","1","0",1.38629436111989,"Industry",0,"Both","Drug","Respiratory",517,"Combination","Y","N","No","No","No","No","No","1-3","1-2"
"5294","NCT01437267","Phase 2",4.78749174278205,"More than three","True","Vaccine","Randomized","Parallel Assignment","Not Treatment","Triple or quadruple","TRUE","TRUE","TRUE","TRUE","1","1","0",0,"Industry",0,"International only","Biological","Infectious Disease",305,"Monotherapy","N","N","No","No","No","No","No","1-3","1-2"
"5295","NCT01436890","Phase 2",5.60947179518496,"More than three","False","NME","Randomized","Parallel Assignment","Treatment","Double","TRUE","FALSE","TRUE","FALSE","1","0","0",1.6094379124341,"Industry",0.693147180559945,"International only","Drug","Respiratory",547,"Monotherapy","N","N","No","No","No","No","No","1-3","1-2"
"5296","NCT01436864","Phase 3",4.8283137373023,"Less than or equal to three","False","Biologic","Randomized","Parallel Assignment","Treatment","Triple or quadruple","TRUE","TRUE","TRUE","TRUE","0","0","0",0,"Industry",0.693147180559945,"International only","Biological","Ophthalmology",822,"Monotherapy","N","N","No","No","No","No","No","1-3","1-2"
"5297","NCT01436500","Phase 2",4.00733318523247,"More than three","True","NME","Randomized","Parallel Assignment","Treatment","Triple or quadruple","TRUE","TRUE","TRUE","FALSE","1","1","0",0.693147180559945,"Industry",0,"Both","Drug","Endocrine",1369,"Monotherapy","N","N","No","No","No","No","No","1-3","1-2"
"5298","NCT01436487","Phase 2",4.89783979995091,"Less than or equal to three","True","Biologic","Randomized","Parallel Assignment","Treatment","Triple or quadruple","TRUE","TRUE","TRUE","TRUE","1","0","0",0.693147180559945,"Industry",0.693147180559945,"Both","Biological","Neurology",1522,"Monotherapy","N","N","No","No","Yes","No","Yes","1-3","1-2"
"5299","NCT01436162","Phase 3",7.00760061395185,"Less than or equal to three","False","NME","Randomized","Parallel Assignment","Treatment","Triple or quadruple","TRUE","TRUE","TRUE","TRUE","0","0","0",2.484906649788,"Industry",0,"Both","Drug","Psychiatry",783,"Combination","Y","N","No","No","No","No","No","1-3","1-2"
"5300","NCT01436149","Phase 3",7.14045304310116,"Less than or equal to three","False","NME","Randomized","Parallel Assignment","Treatment","Triple or quadruple","TRUE","TRUE","TRUE","TRUE","0","0","0",1.79175946922805,"Industry",0,"Both","Drug","Psychiatry",788,"Combination","Y","N","No","No","No","No","No","1-3","1-2"
"5301","NCT01436110","Phase 3",5.86078622346587,"Less than or equal to three","False","NME","Randomized","Parallel Assignment","Treatment","Triple or quadruple","TRUE","TRUE","TRUE","TRUE","0","1","0",1.79175946922805,"Industry",0,"Both","Drug","Respiratory",366,"Monotherapy","N","N","No","No","No","No","No","1-3","1-2"
"5302","NCT01436071","Phase 3",5.51342874616498,"Less than or equal to three","False","NME","Randomized","Parallel Assignment","Treatment","Triple or quadruple","TRUE","TRUE","TRUE","TRUE","0","0","0",1.38629436111989,"Industry",0,"Both","Drug","Respiratory",336,"Monotherapy","N","N","No","No","No","No","No","1-3","1-2"
"5303","NCT01435928","Phase 3",6.51619307604296,"Less than or equal to three","True","NME","Randomized","Parallel Assignment","Treatment","Triple or quadruple","TRUE","TRUE","TRUE","TRUE","0","0","0",2.77258872223978,"Industry",0,"Both","Drug","Psychiatry",701,"Monotherapy","N","N","No","No","No","No","No","1-3","1-2"
"5304","NCT01435655","Phase 3",2.30258509299405,"Less than or equal to three","False","NME","Other","Single Group Assignment","Treatment","None","FALSE","FALSE","FALSE","FALSE","0","0","0",0,"Industry",0,"International only","Drug","Metabolic",821,"Monotherapy","N","N","Yes","No","No","No","Yes","1-3","1-2"
"5305","NCT01435616","Phase 3",7.33823815006559,"Less than or equal to three","True","NME","Randomized","Parallel Assignment","Treatment","Double","TRUE","FALSE","TRUE","FALSE","0","0","0",3.13549421592915,"Industry",0,"Both","Drug","Endocrine",793,"Combination","Y","N","No","No","No","No","No","1-3","1-2"
"5306","NCT01435369","Phase 2",4.63472898822964,"Less than or equal to three","True","Biologic","Randomized","Parallel Assignment","Treatment","None","FALSE","FALSE","FALSE","FALSE","0","1","0",0.693147180559945,"Industry",0,"Both","Drug","Oncology",640,"Monotherapy","N","N","No","No","No","No","No","1-3","1-2"
"5307","NCT01435226","Phase 2",5.13579843705026,"Less than or equal to three","True","NME","Randomized","Parallel Assignment","Treatment","Triple or quadruple","TRUE","TRUE","TRUE","TRUE","0","1","0",0.693147180559945,"Industry",0,"Both","Drug","Infectious Disease",670,"Combination","N","N","No","No","No","No","No","1-3","1-2"
"5308","NCT01434498","Phase 2",5.09375020080676,"Less than or equal to three","True","NME","Randomized","Parallel Assignment","Treatment","Triple or quadruple","TRUE","TRUE","TRUE","TRUE","0","1","0",1.09861228866811,"Industry",0,"Both","Drug","Infectious Disease",489,"Combination","N","N","No","No","No","No","No","1-3","1-2"
"5309","NCT01434108","Phase 3",3.87120101090789,"Less than or equal to three","False","NME","Randomized","Parallel Assignment","Treatment","Triple or quadruple","TRUE","TRUE","TRUE","TRUE","0","0","0",0,"Other",0,"International only","Drug","Gastroenterology (Non Inflammatory Bowel Disease)",1247,"Monotherapy","N","N","No","No","No","No","No","1-3","1-2"
"5310","NCT01433523","Phase 3",6.72623340235875,"Less than or equal to three","False","Biologic","Randomized","Parallel Assignment","Treatment","Triple or quadruple","TRUE","TRUE","TRUE","TRUE","1","0","0",0,"Industry",1.09861228866811,"International only","Drug","Respiratory",912,"Monotherapy","Y","N","No","No","No","No","No","1-3","1-2"
"5311","NCT01433471","Phase 2",1.38629436111989,"Less than or equal to three","True","Biologic","Randomized","Crossover Assignment","Not Treatment","Double","TRUE","FALSE","TRUE","FALSE","0","0","0",0,"Other",0,"U.S.A. only","Drug","Autoimmune/immunology",1003,"Monotherapy","N","N","No","No","No","No","No","1-3","1-2"
"5312","NCT01433263","Phase 2",4.04305126783455,"Less than or equal to three","False","Biologic","Randomized","Parallel Assignment","Treatment","Double","TRUE","FALSE","TRUE","FALSE","0","0","0",1.6094379124341,"Industry",0,"Both","Drug","Metabolic",973,"Monotherapy","N","N","No","No","No","No","No","1-3","1-2"
"5313","NCT01433250","Phase 2",3.66356164612965,"Less than or equal to three","False","Biologic","Randomized","Parallel Assignment","Treatment","None","FALSE","FALSE","FALSE","FALSE","1","0","0",1.09861228866811,"Industry",0,"International only","Drug","Neurology",852,"Monotherapy","N","N","No","No","No","No","No","1-3","1-2"
"5314","NCT01432444","Phase 3",6.20050917404269,"Less than or equal to three","False","Non-NME","Other","Single Group Assignment","Treatment","None","FALSE","FALSE","FALSE","FALSE","0","0","0",0.693147180559945,"Industry",0,"Both","Drug","Psychiatry",823,"Monotherapy","Y","N","No","No","No","No","No","1-3","1-2"
"5315","NCT01432236","Phase 3",5.28320372873799,"Less than or equal to three","False","NME","Randomized","Crossover Assignment","Treatment","Triple or quadruple","TRUE","TRUE","TRUE","TRUE","0","0","0",1.38629436111989,"Industry",0,"Both","Drug","Neurology",639,"Combination","N","N","No","No","No","No","No","1-3","1-2"
"5316","NCT01431950","Phase 3",5.47227067367148,"Less than or equal to three","False","NME","Randomized","Parallel Assignment","Treatment","Triple or quadruple","TRUE","TRUE","TRUE","TRUE","1","0","0",1.79175946922805,"Industry",0,"Both","Drug","Respiratory",397,"Monotherapy","Y","N","No","No","No","No","No","1-3","1-2"
"5317","NCT01431716","Phase 3",3.73766961828337,"Less than or equal to three","False","Non-NME","Other","Single Group Assignment","Treatment","None","FALSE","FALSE","FALSE","FALSE","0","0","0",1.79175946922805,"Industry",0,"International only","Drug","Cardiovascular",488,"Monotherapy","N","N","No","No","No","No","No","1-3","1-2"
"5318","NCT01431638","Phase 3",5.4510384535657,"Less than or equal to three","True","Biologic","Other","Single Group Assignment","Treatment","None","FALSE","FALSE","FALSE","FALSE","0","0","0",1.38629436111989,"Industry",0,"Both","Drug","Autoimmune/immunology",639,"Monotherapy","N","N","No","No","No","No","No","1-3","1-2"
"5319","NCT01431391","Phase 2",4.21950770517611,"Less than or equal to three","False","Biologic","Randomized","Parallel Assignment","Treatment","None","FALSE","FALSE","FALSE","FALSE","1","0","0",0,"Industry",0,"U.S.A. only","Multi-intervention","Oncology",1188,"Combination","N","N","No","No","No","No","Yes","1-3","1-2"
"5320","NCT01431339","Phase 3",6.6052979209482,"Less than or equal to three","False","NME","Randomized","Parallel Assignment","Treatment","Triple or quadruple","TRUE","TRUE","TRUE","TRUE","0","0","0",2.70805020110221,"Industry",0,"Both","Drug","Infectious Disease",519,"Monotherapy","Y","Y","No","No","No","Yes","Yes","1-3","1-2"
"5321","NCT01431287","Phase 3",7.83952558170468,"More than three","False","NME","Randomized","Parallel Assignment","Treatment","Double","FALSE","FALSE","FALSE","FALSE","1","1","0",3.2188758248682,"Industry",0,"Both","Drug","Respiratory",792,"Monotherapy","Y","N","No","No","No","No","No","1-3","1-2"
"5322","NCT01431274","Phase 3",7.87245515006398,"More than three","False","NME","Randomized","Parallel Assignment","Treatment","Double","FALSE","FALSE","FALSE","FALSE","1","1","0",3.2188758248682,"Industry",0,"Both","Drug","Respiratory",731,"Combination","Y","N","No","No","No","No","No","1-3","1-2"
"5323","NCT01430754","Phase 3",2.99573227355399,"Less than or equal to three","False","NME","Randomized","Parallel Assignment","Treatment","Triple or quadruple","TRUE","TRUE","TRUE","TRUE","0","0","0",0,"Industry",0,"U.S.A. only","Drug","Neurology",458,"Monotherapy","Y","N","Yes","No","No","No","No","1-3","1-2"
"5324","NCT01430507","Phase 2",6.00635315960173,"More than three","False","NME","Randomized","Parallel Assignment","Treatment","Double","TRUE","FALSE","TRUE","FALSE","1","0","0",1.6094379124341,"Industry",0.693147180559945,"International only","Drug","Autoimmune/immunology",458,"Monotherapy","N","N","No","No","No","No","No","1-3","1-2"
"5325","NCT01430442","Phase 2",6.78558764500793,"More than three","False","NME","Randomized","Parallel Assignment","Treatment","Double","TRUE","FALSE","TRUE","FALSE","1","1","0",0,"Industry",0,"U.S.A. only","Drug","Neurology",213,"Monotherapy","N","N","No","No","No","No","No","1-3","1-2"
"5326","NCT01429987","Phase 3",6.85751406254539,"More than three","False","NME","Randomized","Parallel Assignment","Treatment","Triple or quadruple","TRUE","TRUE","TRUE","TRUE","1","0","0",0,"Industry",0.693147180559945,"U.S.A. only","Drug","Gastroenterology (Non Inflammatory Bowel Disease)",427,"Monotherapy","N","N","No","No","No","No","No","1-3","1-2"
"5327","NCT01429623","Phase 2",5.34710753071747,"Less than or equal to three","True","NME","Randomized","Parallel Assignment","Treatment","Triple or quadruple","TRUE","TRUE","TRUE","TRUE","0","0","0",1.09861228866811,"Industry",0,"International only","Drug","Neurology",1675,"Monotherapy","N","N","No","No","No","No","No","1-3","1-2"
"5328","NCT01429116","Phase 3",5.29831736654804,"Less than or equal to three","False","NME","Other","Single Group Assignment","Treatment","None","FALSE","FALSE","FALSE","FALSE","0","0","0",0.693147180559945,"Industry",0,"Both","Drug","Neurology",1188,"Monotherapy","N","N","Yes","No","No","No","No","1-3","1-2"
"5329","NCT01429064","Phase 2",4.33073334028633,"Less than or equal to three","True","NME","Other","Single Group Assignment","Treatment","None","FALSE","FALSE","FALSE","FALSE","0","0","0",1.79175946922805,"Industry",0,"Both","Drug","Oncology",1614,"Monotherapy","N","N","No","No","No","No","Yes","1-3","1-2"
"5330","NCT01428661","Phase 3",6.22851100359118,"Less than or equal to three","False","NME","Randomized","Parallel Assignment","Treatment","Triple or quadruple","TRUE","TRUE","TRUE","TRUE","0","0","0",0,"Industry",0,"U.S.A. only","Drug","Psychiatry",609,"Monotherapy","N","N","No","No","No","No","No","1-3","1-2"
"5331","NCT01428583","Phase 3",5.97888576490112,"Less than or equal to three","False","Non-NME","Other","NA","Not Treatment","None","FALSE","FALSE","FALSE","FALSE","0","0","0",0,"Industry",0,"U.S.A. only","Drug","Neurology",517,"Monotherapy","Y","N","No","No","No","No","No","1-3","1-2"
"5332","NCT01428453","Phase 2",4.82028156560504,"Less than or equal to three","False","NME","Randomized","Parallel Assignment","Treatment","Triple or quadruple","TRUE","TRUE","TRUE","FALSE","0","0","0",1.94591014905531,"Industry",0,"International only","Drug","Neurology",506,"Monotherapy","N","N","No","No","No","No","No","1-3","1-2"
"5333","NCT01428388","Phase 2",5.01063529409626,"Less than or equal to three","True","Biologic","Randomized","Parallel Assignment","Treatment","Single","TRUE","FALSE","FALSE","FALSE","0","1","0",0,"Other",2.07944154167984,"U.S.A. only","Drug","Ophthalmology",1553,"Monotherapy","N","N","No","No","No","No","No","1-3","1-2"
"5334","NCT01428362","Phase 2",4.11087386417331,"Less than or equal to three","False","NME","Randomized","Crossover Assignment","Treatment","Triple or quadruple","TRUE","TRUE","TRUE","TRUE","1","0","0",0,"Industry",0.693147180559945,"U.S.A. only","Drug","Neurology",731,"Monotherapy","N","N","No","No","No","No","No","1-3","1-2"
