"","nct_id","phase","enrollment","number_of_arms","has_dmc","Drug_Class","allocation","intervention_model","primary_purpose","masking","subject_masked","caregiver_masked","investigator_masked","outcomes_assessor_masked","Experimental","Control","Other","n_countries","lead_agency","n_collaborator","us_international","intervention_type","Disease_Group","duration","Therapy","Pivotal","SPA","Orphan","Breakthrough","RMAT","QIDP","Fast_Track","n_primary_endpoint","n_secondary_endpoint"
"1","NCT04308668","Phase 3",7.1770187659099,"Less than or equal to three","True","Non-NME","Randomized","Parallel Assignment","Treatment","Triple or quadruple","TRUE","TRUE","TRUE","TRUE","0","0","0",0.693147180559945,"Other",1.38629436111989,"Both","Drug","Infectious Disease",64,"Monotherapy","N","N","No","No","No","No","No","1-3","1-2"
"2","NCT04292899","Phase 3",8.49515206053936,"More than three","True","NME","Randomized","Parallel Assignment","Treatment","None","FALSE","FALSE","FALSE","FALSE","1","0","0",2.70805020110221,"Industry",0,"Both","Drug","Infectious Disease",116,"Combination","N","N","Yes","No","No","No","No","1-3","1-2"
"3","NCT04292730","Phase 3",7.01481435127554,"More than three","True","NME","Randomized","Parallel Assignment","Treatment","None","FALSE","FALSE","FALSE","FALSE","1","0","0",2.77258872223978,"Industry",0,"Both","Drug","Infectious Disease",103,"Combination","N","N","Yes","No","No","No","No","1-3","1-2"
"4","NCT04280705","Phase 3",6.96790920180188,"Less than or equal to three","False","NME","Randomized","Parallel Assignment","Treatment","Double","TRUE","FALSE","TRUE","FALSE","0","0","0",2.30258509299405,"NIH",0,"Both","Drug","Infectious Disease",90,"Monotherapy","N","N","Yes","No","No","No","No","1-3","1-2"
"5","NCT04204603","Phase 2",4.80402104473326,"More than three","False","NME","Randomized","Parallel Assignment","Treatment","Double","TRUE","FALSE","TRUE","FALSE","1","0","0",1.6094379124341,"Industry",0,"International only","Drug","Autoimmune/immunology",333,"Monotherapy","N","N","No","No","No","No","No","1-3","1-2"
"6","NCT04192617","Phase 2",5.04985600724954,"Less than or equal to three","False","Biologic","Randomized","Parallel Assignment","Treatment","Triple or quadruple","TRUE","TRUE","TRUE","TRUE","1","0","0",0,"Industry",0,"International only","Drug","Autoimmune/immunology",399,"Monotherapy","N","N","No","No","No","No","No","1-3","1-2"
"7","NCT04172233","Phase 2",4.56434819146784,"More than three","False","Biologic","Randomized","Parallel Assignment","Treatment","Double","TRUE","FALSE","TRUE","FALSE","1","1","0",0,"Industry",0.693147180559945,"International only","Biological","Autoimmune/immunology",660,"Monotherapy","N","N","No","No","No","No","No","1-3","1-2"
"8","NCT04152083","Phase 3",6.18414889093748,"Less than or equal to three","False","Biologic","Randomized","Parallel Assignment","Treatment","Triple or quadruple","TRUE","TRUE","TRUE","TRUE","0","0","0",0.693147180559945,"Industry",0.693147180559945,"Both","Biological","Neurology",247,"Monotherapy","N","N","No","No","No","No","No","1-3","1-2"
"9","NCT04138498","Phase 2",3.80666248977032,"More than three","False","Non-NME","Randomized","Crossover Assignment","Treatment","Triple or quadruple","TRUE","FALSE","TRUE","TRUE","1","0","0",0,"Industry",0,"U.S.A. only","Drug","Psychiatry",91,"Monotherapy","N","N","No","No","No","No","No","1-3","1-2"
"10","NCT04106778","Phase 2",5.19849703126583,"Less than or equal to three","False","Biologic","Randomized","Parallel Assignment","Treatment","Triple or quadruple","TRUE","TRUE","TRUE","TRUE","1","0","0",0,"Industry",0,"U.S.A. only","Drug","Dermatology",207,"Monotherapy","N","N","No","No","No","No","No","1-3","1-2"
"11","NCT04092907","Phase 2",4.60517018598809,"Less than or equal to three","False","Biologic","Randomized","Parallel Assignment","Treatment","Triple or quadruple","TRUE","TRUE","TRUE","TRUE","0","0","0",0,"Industry",0,"International only","Drug","Ophthalmology",110,"Monotherapy","N","N","No","No","No","No","No","1-3","1-2"
"12","NCT04085341","Phase 2",3.04452243772342,"Less than or equal to three","False","Non-NME","Other","Parallel Assignment","Treatment","None","FALSE","FALSE","FALSE","FALSE","1","0","0",0,"Industry",0,"U.S.A. only","Drug","Ophthalmology",268,"Monotherapy","N","N","No","No","No","No","No","1-3","1-2"
"13","NCT04079803","Phase 2",4.15888308335967,"Less than or equal to three","False","NME","Randomized","Parallel Assignment","Treatment","Triple or quadruple","TRUE","TRUE","TRUE","TRUE","1","0","0",0,"Industry",0.693147180559945,"U.S.A. only","Drug","Neurology",229,"Monotherapy","N","N","No","No","No","No","No","1-3","1-2"
"14","NCT04074317","Phase 2",2.89037175789616,"Less than or equal to three","False","NME","Randomized","Crossover Assignment","Treatment","None","FALSE","FALSE","FALSE","FALSE","1","0","0",0,"Industry",0,"U.S.A. only","Drug","Endocrine",224,"Monotherapy","N","N","No","No","No","No","No","1-3","1-2"
"15","NCT04060979","Phase 2",4.55387689160054,"Less than or equal to three","False","Non-NME","Randomized","Parallel Assignment","Treatment","Triple or quadruple","TRUE","TRUE","TRUE","TRUE","1","0","0",0,"Industry",0,"International only","Drug","Respiratory",148,"Monotherapy","N","N","No","No","No","No","No","1-3","1-2"
"16","NCT04058353","Phase 3",5.6021188208797,"Less than or equal to three","False","NME","Randomized","Parallel Assignment","Treatment","Triple or quadruple","TRUE","TRUE","TRUE","TRUE","0","0","0",2.56494935746154,"Industry",0,"Both","Drug","Respiratory",289,"Combination","Y","N","Yes","Yes","No","No","Yes","1-3","1-2"
"17","NCT04056065","Phase 2",3.91202300542815,"Less than or equal to three","True","Non-NME","Randomized","Parallel Assignment","Treatment","Triple or quadruple","TRUE","TRUE","TRUE","TRUE","0","0","0",0,"Industry",0,"International only","Drug","Cardiovascular",510,"Monotherapy","N","N","No","No","No","No","No","1-3","1-2"
"18","NCT04046484","Phase 2",3.68887945411394,"Less than or equal to three","True","Vaccine","Randomized","Parallel Assignment","Treatment","Triple or quadruple","TRUE","TRUE","TRUE","TRUE","0","0","0",0,"Industry",0,"International only","Drug","Neurology",527,"Combination","N","N","No","No","No","No","No","1-3","1-2"
"19","NCT04045327","Phase 3",4.65396035015752,"Less than or equal to three","True","Non-NME","Randomized","Parallel Assignment","Treatment","Triple or quadruple","TRUE","TRUE","TRUE","TRUE","0","0","0",0,"Industry",0,"International only","Drug","Cardiovascular",239,"Monotherapy","Y","N","No","No","No","No","No","1-3","1-2"
"20","NCT04027439","Phase 2",3.61091791264422,"Less than or equal to three","False","NME","Randomized","Factorial Assignment","Treatment","Double","TRUE","FALSE","TRUE","FALSE","0","1","0",0,"Industry",0.693147180559945,"U.S.A. only","Drug","Respiratory",164,"Monotherapy","N","N","No","No","No","No","No","1-3","1-2"
"21","NCT04024891","Phase 2",3.46573590279973,"Less than or equal to three","True","Non-NME","Randomized","Crossover Assignment","Treatment","Triple or quadruple","TRUE","FALSE","TRUE","TRUE","0","0","0",0,"Industry",0,"U.S.A. only","Drug","Ophthalmology",35,"Monotherapy","N","N","No","No","No","No","No","1-3","1-2"
"22","NCT03999918","Phase 3",5.01063529409626,"Less than or equal to three","False","NME","Randomized","Parallel Assignment","Treatment","Triple or quadruple","TRUE","TRUE","TRUE","TRUE","0","0","0",2.07944154167984,"Industry",0,"International only","Drug","Psychiatry",326,"Monotherapy","Y","N","No","No","No","No","No","1-3","1-2"
"23","NCT03998163","Phase 3",5.40267738187228,"Less than or equal to three","False","NME","Other","Single Group Assignment","Treatment","None","FALSE","FALSE","FALSE","FALSE","0","0","0",1.38629436111989,"Industry",0,"Both","Drug","Allergy",305,"Monotherapy","N","N","No","Yes","No","No","No","1-3","1-2"
"24","NCT03995784","Phase 2",1.79175946922805,"Less than or equal to three","False","Biologic","Other","Sequential Assignment","Treatment","None","FALSE","FALSE","FALSE","FALSE","1","0","0",0,"Industry",0,"International only","Biological","Hematology",317,"Monotherapy","N","N","Yes","No","No","No","No","1-3","1-2"
"25","NCT03988335","Phase 2",3.55534806148941,"Less than or equal to three","False","NME","Randomized","Parallel Assignment","Treatment","Double","TRUE","FALSE","TRUE","FALSE","0","0","0",0.693147180559945,"Industry",0,"International only","Drug","Dermatology",279,"Monotherapy","N","N","No","No","No","No","No","1-3","1-2"
"26","NCT03984370","Phase 2",2.30258509299405,"Less than or equal to three","True","NME","Randomized","Crossover Assignment","Treatment","Double","TRUE","FALSE","TRUE","FALSE","1","0","0",0,"Other",0,"International only","Drug","Endocrine",161,"Monotherapy","N","N","Yes","No","No","No","No","1-3","1-2"
"27","NCT03980522","Phase 2",3.25809653802148,"Less than or equal to three","False","Biologic","Other","Single Group Assignment","Treatment","None","FALSE","FALSE","FALSE","FALSE","0","0","0",0,"Industry",0,"U.S.A. only","Drug","Autoimmune/immunology",478,"Monotherapy","N","N","No","Yes","No","No","No","1-3","1-2"
"28","NCT03968978","Phase 3",5.37527840768417,"Less than or equal to three","False","Biologic","Randomized","Parallel Assignment","Treatment","None","FALSE","FALSE","FALSE","FALSE","1","0","0",1.38629436111989,"Industry",0.693147180559945,"Both","Biological","Respiratory",381,"Monotherapy","N","N","No","Yes","No","No","No","1-3","1-2"
"29","NCT03968159","Phase 3",4.99721227376411,"Less than or equal to three","False","NME","Randomized","Parallel Assignment","Treatment","Triple or quadruple","TRUE","TRUE","TRUE","TRUE","0","0","0",0,"Industry",0,"U.S.A. only","Drug","Psychiatry",392,"Combination","Y","N","No","No","No","No","No","1-3","1-2"
"30","NCT03965858","Phase 2",4.47733681447821,"More than three","False","Non-NME","Randomized","Parallel Assignment","Treatment","Double","TRUE","FALSE","TRUE","FALSE","1","0","0",0,"Industry",0.693147180559945,"International only","Drug","Psychiatry",424,"Monotherapy","N","N","No","No","No","No","No","1-3","1-2"
"31","NCT03960866","Phase 2",3.66356164612965,"Less than or equal to three","False","Non-NME","Randomized","Parallel Assignment","Treatment","Triple or quadruple","TRUE","FALSE","TRUE","TRUE","0","0","0",0,"Industry",0,"U.S.A. only","Drug","Ophthalmology",106,"Monotherapy","N","N","No","No","No","No","No","1-3","1-2"
"32","NCT03953820","Phase 2",3.17805383034795,"Less than or equal to three","False","Non-NME","Randomized","Crossover Assignment","Treatment","None","FALSE","FALSE","FALSE","FALSE","0","0","0",0,"Industry",0,"U.S.A. only","Drug","Neurology",109,"Monotherapy","N","N","Yes","No","No","No","Yes","1-3","1-2"
"33","NCT03937479","Phase 2",6.03068526026126,"More than three","False","NME","Randomized","Parallel Assignment","Treatment","Double","TRUE","FALSE","TRUE","FALSE","1","0","0",0,"Industry",1.09861228866811,"U.S.A. only","Drug","Respiratory",168,"Combination","N","N","No","No","No","No","No","1-3","1-2"
"34","NCT03928353","Phase 2",3.13549421592915,"More than three","True","Biologic","Randomized","Sequential Assignment","Treatment","Triple or quadruple","TRUE","TRUE","TRUE","TRUE","1","0","0",0,"Industry",0,"U.S.A. only","Drug","Not Specified",176,"Combination","N","N","No","Yes","No","No","No","1-3","1-2"
"35","NCT03927716","Phase 3",5.8636311755981,"Less than or equal to three","True","NME","Randomized","Parallel Assignment","Treatment","Double","TRUE","FALSE","TRUE","FALSE","0","0","0",0,"Industry",0.693147180559945,"U.S.A. only","Drug","Infectious Disease",243,"Monotherapy","Y","N","No","No","No","No","No","1-3","1-2"
"36","NCT03927703","Phase 3",5.87211778947542,"Less than or equal to three","True","NME","Randomized","Parallel Assignment","Treatment","Double","TRUE","FALSE","TRUE","FALSE","0","0","0",0,"Industry",0.693147180559945,"U.S.A. only","Drug","Infectious Disease",243,"Monotherapy","Y","N","No","No","No","No","No","1-3","1-2"
"37","NCT03926117","Phase 2",5.57594910314632,"More than three","True","Biologic","Randomized","Parallel Assignment","Treatment","Triple or quadruple","TRUE","TRUE","TRUE","TRUE","1","0","0",0,"Industry",0,"U.S.A. only","Biological","Cardiovascular",389,"Monotherapy","N","N","No","No","No","No","No","1-3","1-2"
"38","NCT03918109","Phase 2",3.76120011569356,"Less than or equal to three","False","NME","Randomized","Parallel Assignment","Treatment","Triple or quadruple","TRUE","FALSE","TRUE","TRUE","0","0","0",0,"Industry",0,"U.S.A. only","Drug","ENT/Dental",421,"Monotherapy","N","N","No","No","No","No","No","1-3","1-2"
"39","NCT03916081","Phase 2",4.91265488573605,"Less than or equal to three","False","NME","Randomized","Parallel Assignment","Treatment","Triple or quadruple","TRUE","TRUE","TRUE","TRUE","0","1","0",0.693147180559945,"Industry",0,"Both","Drug","Allergy",157,"Monotherapy","N","N","No","No","No","No","No","1-3","1-2"
"40","NCT03912259","Phase 3",5.09375020080676,"Less than or equal to three","False","Biologic","Randomized","Parallel Assignment","Treatment","Triple or quadruple","TRUE","TRUE","TRUE","TRUE","0","0","0",0,"Industry",0.693147180559945,"International only","Drug","Allergy",424,"Monotherapy","N","N","No","Yes","No","No","No","1-3","1-2"
"41","NCT03911401","Phase 3",5.52545293913178,"Less than or equal to three","False","NME","Randomized","Parallel Assignment","Treatment","Triple or quadruple","TRUE","TRUE","TRUE","FALSE","1","0","0",0,"Industry",0,"International only","Drug","Allergy",220,"Monotherapy","N","N","No","No","No","No","No","1-3","1-2"
"42","NCT03911102","Phase 2",4.14313472639153,"More than three","False","Biologic","Other","Sequential Assignment","Treatment","None","FALSE","FALSE","FALSE","FALSE","1","0","0",0,"Industry",0,"U.S.A. only","Biological","Dermatology",409,"Monotherapy","N","N","No","No","No","No","No","1-3","1-2"
"43","NCT03908970","Phase 3",5.89715386763674,"Less than or equal to three","False","NME","Randomized","Parallel Assignment","Treatment","Triple or quadruple","TRUE","TRUE","TRUE","FALSE","0","0","0",0,"Industry",0,"International only","Drug","Allergy",278,"Monotherapy","N","N","No","No","No","No","No","1-3","1-2"
"44","NCT03903822","Phase 2",5.68017260901707,"More than three","True","NME","Randomized","Parallel Assignment","Treatment","Triple or quadruple","TRUE","TRUE","TRUE","TRUE","1","1","0",2.30258509299405,"Industry",0,"Both","Drug","Allergy",360,"Monotherapy","N","N","No","No","No","No","No","1-3","1-2"
"45","NCT03896009","Phase 3",7.37400185935016,"More than three","False","Non-NME","Randomized","Parallel Assignment","Treatment","Double","TRUE","FALSE","TRUE","FALSE","0","1","0",0,"Industry",0,"U.S.A. only","Drug","Neurology",281,"Monotherapy","Y","Y","No","No","No","No","No","1-3","1-2"
"46","NCT03889639","Phase 2",4.85203026391962,"More than three","True","NME","Randomized","Crossover Assignment","Treatment","Double","TRUE","FALSE","TRUE","FALSE","1","0","0",2.39789527279837,"Industry",0,"Both","Drug","Neurology",279,"Monotherapy","N","N","No","No","No","No","No","1-3","1-2"
"47","NCT03883113","Phase 2",4.97673374242057,"Less than or equal to three","True","Vaccine","Randomized","Parallel Assignment","Not Treatment","Triple or quadruple","TRUE","TRUE","TRUE","TRUE","0","0","0",0,"Industry",0,"International only","Biological","Infectious Disease",309,"Monotherapy","N","N","No","No","No","No","No","1-3","1-2"
"48","NCT03881852","Phase 2",3.04452243772342,"Less than or equal to three","False","NME","Randomized","Crossover Assignment","Treatment","Triple or quadruple","TRUE","FALSE","TRUE","TRUE","0","0","0",0,"Industry",0,"U.S.A. only","Drug","Neurology",301,"Monotherapy","N","N","Yes","No","No","No","No","1-3","1-2"
"49","NCT03877237","Phase 3",5.74620319054015,"Less than or equal to three","False","NME","Randomized","Parallel Assignment","Treatment","Triple or quadruple","TRUE","TRUE","TRUE","FALSE","0","0","0",2.19722457733622,"Industry",0,"Both","Drug","Cardiovascular",333,"Monotherapy","N","N","No","No","No","No","Yes","1-3","1-2"
"50","NCT03874715","Phase 3",5.34710753071747,"Less than or equal to three","False","Biologic","Randomized","Parallel Assignment","Treatment","None","FALSE","FALSE","FALSE","FALSE","0","0","0",0,"Industry",0,"U.S.A. only","Drug","Endocrine",485,"Monotherapy","N","N","No","No","No","No","No","1-3","1-2"
"51","NCT03874013","Phase 3",3.78418963391826,"Less than or equal to three","True","Biologic","Randomized","Parallel Assignment","Not Treatment","Single","FALSE","FALSE","FALSE","TRUE","0","0","0",0,"Industry",0,"International only","Drug","Endocrine",820,"Monotherapy","N","N","Yes","No","No","No","No","1-3","1-2"
"52","NCT03864458","Phase 2",5.33271879326537,"More than three","False","NME","Randomized","Parallel Assignment","Treatment","Double","TRUE","TRUE","FALSE","FALSE","1","0","0",0,"Industry",0,"International only","Drug","Renal",260,"Combination","N","N","No","No","No","No","No","1-3","1-2"
"53","NCT03864445","Phase 2",3.85014760171006,"Less than or equal to three","False","NME","Randomized","Parallel Assignment","Treatment","Double","TRUE","FALSE","TRUE","FALSE","0","0","0",0,"Industry",0,"International only","Drug","Renal",218,"Combination","N","N","No","No","No","No","No","1-3","1-2"
"54","NCT03841526","Phase 2",3.87120101090789,"Less than or equal to three","False","Non-NME","Randomized","Crossover Assignment","Not Treatment","Double","TRUE","FALSE","TRUE","FALSE","1","0","0",0,"Industry",0,"International only","Drug","Endocrine",390,"Monotherapy","N","N","Yes","No","No","No","No","1-3","1-2"
"55","NCT03841331","Phase 2",5.4510384535657,"Less than or equal to three","False","NME","Randomized","Parallel Assignment","Treatment","Triple or quadruple","TRUE","TRUE","TRUE","TRUE","0","0","0",0,"Industry",0,"U.S.A. only","Drug","Allergy",364,"Monotherapy","N","N","No","Yes","No","No","No","1-3","1-2"
"56","NCT03838731","Phase 2",4.02535169073515,"Less than or equal to three","True","Biologic","Randomized","Parallel Assignment","Treatment","Triple or quadruple","TRUE","TRUE","TRUE","TRUE","0","0","0",0,"Industry",0,"International only","Drug","Allergy",419,"Monotherapy","N","N","No","No","No","No","No","1-3","1-2"
"57","NCT03838133","Phase 2",5.01063529409626,"More than three","False","Non-NME","Randomized","Parallel Assignment","Not Treatment","Triple or quadruple","TRUE","TRUE","TRUE","TRUE","1","1","0",0,"Industry",0,"U.S.A. only","Drug","Neurology",392,"Monotherapy","N","N","No","No","No","No","No","1-3","1-2"
"58","NCT03837743","Phase 2",3.2188758248682,"Less than or equal to three","False","NME","Randomized","Parallel Assignment","Treatment","Triple or quadruple","TRUE","TRUE","TRUE","TRUE","0","0","0",0,"Industry",0.693147180559945,"U.S.A. only","Drug","Autoimmune/immunology",454,"Monotherapy","N","N","No","No","No","No","No","1-3","1-2"
"59","NCT03835975","Phase 3",6.77422388635761,"Less than or equal to three","True","Vaccine","Randomized","Parallel Assignment","Not Treatment","None","FALSE","FALSE","FALSE","FALSE","0","1","0",0.693147180559945,"Industry",0,"Both","Biological","Infectious Disease",365,"Monotherapy","Y","N","No","Yes","No","No","Yes","1-3","1-2"
"60","NCT03833388","Phase 3",5.30826769740121,"Less than or equal to three","False","NME","Randomized","Parallel Assignment","Treatment","Triple or quadruple","TRUE","TRUE","TRUE","TRUE","0","0","0",0,"Industry",0,"U.S.A. only","Drug","Ophthalmology",90,"Monotherapy","Y","N","No","No","No","No","No","1-3","1-2"
"61","NCT03832738","Phase 2",5.02388052084628,"Less than or equal to three","False","NME","Randomized","Parallel Assignment","Treatment","Triple or quadruple","TRUE","TRUE","TRUE","TRUE","1","0","0",1.09861228866811,"Industry",0,"Both","Drug","Autoimmune/immunology",405,"Monotherapy","N","N","No","No","No","No","No","1-3","1-2"
"62","NCT03831607","Phase 2",4.20469261939097,"Less than or equal to three","False","NME","Other","Single Group Assignment","Treatment","None","FALSE","FALSE","FALSE","FALSE","0","0","0",0,"Industry",0,"International only","Drug","Renal",334,"Monotherapy","N","N","No","No","No","No","No","1-3","1-2"
"63","NCT03830281","Phase 3",6.07073772800249,"Less than or equal to three","False","NME","Randomized","Parallel Assignment","Treatment","Double","TRUE","FALSE","TRUE","FALSE","0","0","0",2.39789527279837,"Industry",0,"Both","Drug","Endocrine",326,"Monotherapy","N","N","No","No","No","No","No","1-3","1-2"
"64","NCT03829241","Phase 3",5.99645208861902,"Less than or equal to three","False","NME","Randomized","Parallel Assignment","Treatment","Triple or quadruple","TRUE","TRUE","TRUE","FALSE","0","0","0",0,"Industry",0,"U.S.A. only","Drug","Psychiatry",444,"Monotherapy","N","N","No","No","No","No","No","1-3","1-2"
"65","NCT03828617","Phase 3",7.4489161025442,"More than three","True","Vaccine","Randomized","Parallel Assignment","Not Treatment","Double","TRUE","FALSE","TRUE","FALSE","1","0","0",0,"Industry",0,"U.S.A. only","Biological","Infectious Disease",237,"Monotherapy","Y","N","No","Yes","No","No","Yes","1-3","1-2"
"66","NCT03825315","Phase 2",5.04342511691925,"Less than or equal to three","False","Biologic","Randomized","Parallel Assignment","Treatment","Triple or quadruple","TRUE","TRUE","TRUE","TRUE","1","0","0",0,"Industry",0,"U.S.A. only","Biological","Orthopedics",521,"Monotherapy","N","N","No","No","No","No","No","1-3","1-2"
"67","NCT03824795","Phase 2",3.52636052461616,"Less than or equal to three","True","NME","Other","Sequential Assignment","Treatment","None","FALSE","FALSE","FALSE","FALSE","0","1","0",0.693147180559945,"Industry",0.693147180559945,"Both","Drug","Infectious Disease",421,"Monotherapy","N","N","No","No","No","Yes","No","1-3","1-2"
"68","NCT03824587","Phase 3",5.46383180502561,"Less than or equal to three","False","NME","Randomized","Parallel Assignment","Treatment","Triple or quadruple","TRUE","TRUE","TRUE","FALSE","0","0","0",0,"Industry",0,"U.S.A. only","Drug","Renal",139,"Monotherapy","Y","N","No","No","No","No","No","1-3","1-2"
"69","NCT03824405","Phase 2",5.29831736654804,"Less than or equal to three","False","NME","Randomized","Parallel Assignment","Treatment","Triple or quadruple","TRUE","TRUE","TRUE","TRUE","0","1","0",1.09861228866811,"Industry",0,"Both","Drug","Allergy",394,"Monotherapy","N","N","No","No","No","No","No","1-3","1-2"
"70","NCT03804268","Phase 3",5.77765232322266,"Less than or equal to three","False","NME","Randomized","Parallel Assignment","Treatment","Triple or quadruple","TRUE","TRUE","TRUE","TRUE","0","0","0",0,"Industry",0,"U.S.A. only","Drug","Ophthalmology",314,"Monotherapy","N","N","No","No","No","No","No","1-3","1-2"
"71","NCT03802344","Phase 3",6.21060007702465,"Less than or equal to three","False","Non-NME","Randomized","Parallel Assignment","Treatment","Triple or quadruple","TRUE","FALSE","TRUE","TRUE","0","1","0",0.693147180559945,"Industry",0,"International only","Drug","Autoimmune/immunology",294,"Monotherapy","Y","N","No","No","No","No","No","1-3","1-2"
"72","NCT03797521","Phase 2",4.85203026391962,"More than three","False","NME","Randomized","Parallel Assignment","Treatment","Triple or quadruple","TRUE","TRUE","TRUE","TRUE","1","0","0",0,"Industry",0,"U.S.A. only","Drug","Neurology",362,"Monotherapy","N","N","No","No","No","No","No","1-3","1-2"
"73","NCT03796676","Phase 3",5.65948221575962,"Less than or equal to three","True","NME","Randomized","Parallel Assignment","Treatment","Triple or quadruple","TRUE","TRUE","TRUE","TRUE","1","0","0",2.63905732961526,"Industry",0,"Both","Drug","Allergy",415,"Monotherapy","N","N","No","Yes","No","No","No","1-3","1-2"
"74","NCT03789318","Phase 2",3.98898404656427,"Less than or equal to three","True","Non-NME","Randomized","Parallel Assignment","Treatment","Triple or quadruple","TRUE","TRUE","TRUE","FALSE","0","1","0",0,"Industry",0,"U.S.A. only","Drug","Neurology",191,"Monotherapy","N","N","No","Yes","No","No","Yes","1-3","1-2"
"75","NCT03786770","Phase 2",4.11087386417331,"More than three","False","Biologic","Other","Sequential Assignment","Treatment","None","FALSE","FALSE","FALSE","FALSE","1","0","0",0.693147180559945,"Industry",0,"Both","Biological","Dermatology",410,"Monotherapy","N","N","No","No","No","No","No","1-3","1-2"
"76","NCT03784079","Phase 2",3.52636052461616,"More than three","False","NME","Randomized","Sequential Assignment","Treatment","Double","TRUE","FALSE","TRUE","FALSE","1","1","0",1.79175946922805,"Industry",0,"Both","Drug","Infectious Disease",371,"Monotherapy","N","N","No","No","No","No","No","1-3","1-2"
"77","NCT03777059","Phase 3",6.8134445995109,"More than three","True","NME","Randomized","Parallel Assignment","Not Treatment","Double","TRUE","FALSE","TRUE","FALSE","0","1","0",0,"Industry",0,"U.S.A. only","Drug","Neurology",553,"Monotherapy","Y","N","No","No","No","No","No","1-3","1-2"
"78","NCT03770637","Phase 2",2.63905732961526,"Less than or equal to three","False","Non-NME","Randomized","Crossover Assignment","Treatment","Double","TRUE","FALSE","TRUE","FALSE","0","0","0",0,"Industry",0,"U.S.A. only","Drug","Endocrine",292,"Monotherapy","N","N","Yes","No","No","No","No","1-3","1-2"
"79","NCT03768089","Phase 2",4.7361984483945,"More than three","False","NME","Randomized","Sequential Assignment","Treatment","Triple or quadruple","TRUE","TRUE","TRUE","TRUE","1","1","0",0.693147180559945,"Industry",0,"International only","Drug","Respiratory",409,"Monotherapy and Combo Therapy","N","N","No","No","No","No","Yes","1-3","1-2"
"80","NCT03765762","Phase 2",3.25809653802148,"Less than or equal to three","False","Biologic","Randomized","Parallel Assignment","Treatment","Triple or quadruple","TRUE","FALSE","TRUE","TRUE","0","0","0",0,"Industry",0,"U.S.A. only","Drug","Neurology",336,"Monotherapy","N","N","No","No","No","No","No","1-3","1-2"
"81","NCT03764735","Phase 3",6.11146733950268,"Less than or equal to three","False","NME","Randomized","Parallel Assignment","Treatment","Triple or quadruple","TRUE","TRUE","TRUE","TRUE","0","1","0",0,"Industry",0.693147180559945,"U.S.A. only","Drug","Ophthalmology",105,"Monotherapy","Y","N","No","No","No","No","No","1-3","1-2"
"82","NCT03764072","Phase 2",5.52146091786225,"Less than or equal to three","False","NME","Randomized","Parallel Assignment","Treatment","Double","TRUE","FALSE","TRUE","FALSE","0","0","0",0,"Industry",0,"U.S.A. only","Drug","Neurology",56,"Monotherapy","N","N","No","Yes","No","No","No","1-3","1-2"
"83","NCT03760640","Phase 2",3.73766961828337,"Less than or equal to three","False","NME","Randomized","Crossover Assignment","Treatment","Double","TRUE","FALSE","TRUE","FALSE","0","0","0",0,"Industry",0,"U.S.A. only","Drug","Endocrine",231,"Combination","N","N","No","No","No","No","No","1-3","1-2"
"84","NCT03760146","Phase 3",8.26924452118306,"More than three","True","Vaccine","Randomized","Parallel Assignment","Not Treatment","Double","TRUE","FALSE","TRUE","FALSE","1","1","0",0.693147180559945,"Industry",0,"Both","Biological","Infectious Disease",369,"Monotherapy","Y","N","No","Yes","No","No","Yes","1-3","1-2"
"85","NCT03760068","Phase 3",6.26909628370626,"Less than or equal to three","False","Biologic","Randomized","Parallel Assignment","Treatment","None","FALSE","FALSE","FALSE","FALSE","0","1","0",0,"Industry",0.693147180559945,"U.S.A. only","Drug","Endocrine",436,"Monotherapy","Y","N","No","No","No","No","No","1-3","1-2"
"86","NCT03756129","Phase 2",4.27666611901606,"More than three","False","NME","Randomized","Parallel Assignment","Treatment","Double","TRUE","FALSE","TRUE","FALSE","1","1","0",0.693147180559945,"Industry",0,"Both","Drug","Psychiatry",409,"Monotherapy","N","N","No","No","No","No","No","1-3","1-2"
"87","NCT03751657","Phase 2",5.50938833662798,"Less than or equal to three","False","NME","Randomized","Parallel Assignment","Treatment","Triple or quadruple","TRUE","TRUE","TRUE","TRUE","0","0","0",1.94591014905531,"Industry",0,"Both","Drug","Endocrine",414,"Combination","N","N","No","No","No","No","No","1-3","1-2"
"88","NCT03748706","Phase 2",2.484906649788,"Less than or equal to three","False","NME","Other","Single Group Assignment","Treatment","None","FALSE","FALSE","FALSE","FALSE","0","0","0",0,"Industry",0.693147180559945,"U.S.A. only","Drug","Neurology",62,"Monotherapy","N","N","No","No","No","No","No","1-3","1-2"
"89","NCT03747575","Phase 2",4.17438726989564,"Less than or equal to three","False","Biologic","Randomized","Parallel Assignment","Treatment","Triple or quadruple","TRUE","TRUE","TRUE","TRUE","0","0","0",1.09861228866811,"Industry",0,"Both","Drug","Allergy",454,"Monotherapy","N","N","No","No","No","No","No","1-3","1-2"
"90","NCT03747497","Phase 2",5.27811465923052,"Less than or equal to three","True","NME","Randomized","Parallel Assignment","Treatment","Double","TRUE","FALSE","TRUE","FALSE","0","0","0",0,"Industry",0,"U.S.A. only","Drug","Infectious Disease",131,"Monotherapy","N","N","No","No","No","Yes","Yes","1-3","1-2"
